CustomerID,frequency,first_date,last_date,monetary
16348,235,01-06-2011 17:42,22-09-2011 14:29,1469.45
14141,46,06-10-2011 18:14,27-09-2011 11:38,879.03
14276,75,02-09-2011 09:45,23-02-2011 09:38,1019.39
14915,13,07-03-2011 09:39,15-09-2011 10:27,258.83
14096,5128,02-09-2011 15:45,31-10-2011 14:09,57120.91
17466,41,22-09-2011 09:16,29-11-2011 13:15,763.28
13279,11,06-10-2011 18:51,22-09-2011 17:24,126.3
15036,127,13-06-2011 12:19,28-09-2011 15:42,465.55
14234,159,09-11-2011 15:42,25-10-2011 15:39,775.46
17824,13,19-10-2011 14:14,19-10-2011 14:14,298.4
13176,72,24-10-2011 15:43,24-10-2011 15:43,492.84
18045,47,25-10-2011 13:07,25-10-2011 13:07,189.4
16056,68,25-10-2011 15:19,25-10-2011 15:19,664.85
15630,61,19-05-2011 10:16,25-10-2011 15:36,1180.4
15948,60,01-12-2011 15:32,27-10-2011 08:35,955.24
15977,65,22-11-2011 13:29,31-10-2011 16:24,1054.73
16891,203,03-11-2011 13:50,21-07-2011 12:14,809.7
13772,177,04-09-2011 11:22,14-04-2011 12:31,1132.13
15290,212,01-12-2011 16:28,29-03-2011 13:53,7803.77
17590,201,07-12-2011 12:55,30-10-2011 14:05,1479.22
14125,167,11-11-2011 12:20,29-11-2011 12:47,2740.43
12488,55,25-09-2011 10:34,31-10-2011 10:42,1298.66
15351,233,05-10-2011 14:33,27-11-2011 12:52,1862.14
14800,392,01-05-2011 11:10,25-09-2011 12:45,4236.34
17816,17,03-11-2011 11:34,15-03-2011 14:20,36.56
14016,162,01-07-2011 11:29,17-12-2010 14:21,4328.46
12766,310,06-12-2011 08:46,21-02-2011 11:42,6989.63
17979,147,04-11-2011 12:05,25-03-2011 12:07,737.81
13652,63,06-12-2010 09:21,28-03-2011 09:21,1095.08
16253,124,04-10-2011 09:09,29-03-2011 13:33,3665.62
17961,249,01-03-2011 15:49,30-09-2011 12:12,1296.44
15517,27,20-04-2011 14:02,20-04-2011 14:02,267.03
15023,563,03-07-2011 13:05,31-10-2011 17:13,6763.16
13477,81,02-03-2011 16:53,29-03-2011 09:19,1441.53
14049,505,04-07-2011 11:47,26-01-2011 11:27,5639.15
17042,98,06-04-2011 14:53,27-05-2011 10:15,1044.38
15867,463,04-12-2011 13:32,30-09-2011 15:04,3797.79
12627,230,02-08-2011 09:29,29-11-2011 12:07,4478.53
16170,127,05-04-2011 13:42,28-07-2011 10:14,1880.42
12931,102,03-10-2011 13:53,31-08-2011 17:02,33462.81
17070,64,17-08-2011 17:01,17-08-2011 17:01,312.14
16503,86,09-05-2011 15:48,25-08-2011 11:46,1421.43
12484,350,03-10-2011 15:41,31-08-2011 09:44,4495.27
16086,40,02-09-2011 13:22,24-05-2011 12:44,1119.31
12567,463,04-02-2011 11:45,23-08-2011 14:23,9114.94
12628,43,05-12-2011 13:15,21-11-2011 11:48,769.61
16895,69,06-10-2011 12:15,06-10-2011 12:15,219.14
13109,50,05-07-2011 14:56,28-07-2011 11:27,766.84
17255,78,13-02-2011 15:18,30-10-2011 12:18,298.41
13318,20,02-11-2011 13:26,08-12-2011 18:51,640.76
13623,86,03-04-2011 11:11,17-03-2011 13:13,672.44
15720,128,15-11-2011 14:48,15-11-2011 14:48,598.73
16531,77,02-11-2011 14:16,26-09-2011 15:23,1244.59
18122,364,01-12-2011 13:08,17-11-2011 14:29,1826.21
18065,138,04-05-2011 11:43,24-02-2011 13:43,2380.08
17750,193,01-09-2011 17:09,29-07-2011 17:19,1797.57
17905,34,01-12-2010 13:21,29-09-2011 17:33,800.24
13667,87,13-07-2011 15:42,13-07-2011 15:42,305.02
12864,3,24-07-2011 13:03,24-07-2011 13:03,147.12
17783,67,06-04-2011 10:07,28-09-2011 16:07,283.47
13278,46,30-10-2011 11:49,30-10-2011 11:49,542.73
15679,110,08-07-2011 13:31,15-11-2011 16:19,781.28
17461,111,10-11-2011 12:01,17-11-2011 10:21,757.46
16979,91,04-11-2011 10:03,22-11-2011 13:20,1809.05
15426,300,05-12-2010 13:55,27-03-2011 16:05,1429.9
14404,104,05-12-2010 16:00,25-03-2011 10:05,1434.72
13081,1061,02-08-2011 17:23,28-11-2011 10:54,27964.48
17226,21,04-02-2011 11:52,04-02-2011 11:52,393.49
16072,23,24-02-2011 14:32,24-02-2011 14:32,584.32
17508,22,04-03-2011 08:10,04-03-2011 08:10,387.31
15483,88,01-07-2011 13:04,18-03-2011 12:26,233.81
12877,154,01-04-2011 12:26,27-03-2011 16:03,1535.77
12596,27,11-04-2011 13:22,19-10-2011 13:02,618.27
14623,135,06-06-2011 13:46,28-10-2011 12:08,869.35
12947,103,01-06-2011 15:29,25-01-2011 17:33,1407.29
14152,50,19-04-2011 15:46,25-09-2011 12:54,611.09
14282,156,01-12-2011 12:18,30-06-2011 14:47,3729.34
16965,26,27-04-2011 12:08,27-04-2011 12:08,201.19
18094,70,05-05-2011 11:46,26-07-2011 14:42,3017.3
14505,803,01-11-2011 14:54,22-11-2011 15:45,5818.7
14573,241,02-12-2010 19:59,27-03-2011 15:46,1603.72
13946,11,17-03-2011 10:02,22-05-2011 12:03,561.57
14191,263,01-11-2011 14:49,30-06-2011 14:37,4660.01
15804,274,02-11-2011 16:37,31-07-2011 13:37,3848.55
13268,447,01-11-2011 11:31,30-03-2011 16:52,3167.64
14985,87,16-12-2010 19:51,25-05-2011 14:29,296.75
13911,148,04-02-2011 14:46,26-05-2011 19:13,2580.91
15192,51,01-06-2011 15:47,12-08-2011 11:41,1044.32
14450,40,10-04-2011 12:59,23-01-2011 11:53,483.25
13080,6,13-06-2011 14:59,13-06-2011 14:59,58.08
17562,64,06-07-2011 10:59,27-06-2011 16:59,1107.38
16670,262,02-03-2011 12:18,27-06-2011 17:05,4022.46
16940,305,18-10-2011 13:15,23-06-2011 13:13,3049.88
13654,166,11-03-2011 12:54,27-10-2011 16:24,2707.33
14866,103,01-11-2011 11:38,29-11-2011 11:45,14197.45
15640,495,02-12-2010 15:40,27-04-2011 11:56,12433.34
13975,340,03-08-2011 13:39,29-07-2011 14:13,2503.23
15152,278,03-08-2011 15:14,30-11-2011 12:32,4684.24
13588,180,01-09-2011 11:15,29-03-2011 15:53,2445.12
18196,141,05-09-2011 16:22,22-02-2011 16:13,689.13
13158,79,06-09-2011 11:58,25-01-2011 09:58,1201.06
12433,420,01-12-2010 13:24,30-11-2011 14:05,13375.87
13448,199,01-12-2010 10:52,23-11-2011 12:33,3465.67
12701,53,11-04-2011 13:02,21-09-2011 10:47,797.71
14533,65,02-10-2011 12:22,22-12-2010 11:07,1812.62
17086,96,02-12-2011 13:54,21-10-2011 13:27,2050.08
15556,31,15-11-2011 16:08,15-11-2011 16:08,279.77
16469,182,07-04-2011 13:11,16-11-2011 12:25,650.43
17759,95,22-11-2011 16:02,23-06-2011 13:41,834.99
14539,32,24-11-2011 09:50,26-10-2011 12:03,537.48
17458,54,24-11-2011 13:01,24-11-2011 13:01,316.5
17254,112,05-12-2011 12:46,24-11-2011 14:09,272.44
17379,83,28-11-2011 13:56,28-11-2011 13:56,404.66
13138,63,02-12-2010 15:03,29-07-2011 13:34,962.39
14775,60,02-12-2010 16:38,25-07-2011 12:12,1011.9
14865,4,02-12-2010 18:23,02-12-2011 16:25,52.2
13013,222,03-12-2010 12:28,28-07-2011 09:19,4786.99
17496,10,16-12-2010 08:39,16-12-2010 08:39,271.05
12971,308,01-03-2011 09:22,30-10-2011 13:36,10930.26
12515,16,21-12-2010 15:43,21-12-2010 15:43,383.7
17400,213,05-08-2011 15:38,31-03-2011 17:06,2129.96
12841,439,01-05-2011 12:54,31-01-2011 10:09,3876.4
18190,16,13-01-2011 10:35,31-05-2011 14:48,274.51
18092,90,01-11-2011 10:56,26-04-2011 12:16,9065.76
17673,228,04-10-2011 12:25,30-06-2011 14:38,1622.22
14060,203,01-08-2011 10:08,26-01-2011 10:10,6135.38
16767,222,04-05-2011 16:36,27-07-2011 10:52,5580.6
12908,4,12-10-2011 10:11,31-01-2011 12:37,246
13600,19,31-01-2011 15:27,31-01-2011 15:27,219.52
17228,208,01-02-2011 11:40,24-11-2011 10:24,1906.09
13494,18,01-02-2011 11:58,01-02-2011 11:58,316.26
14549,56,01-02-2011 13:47,01-02-2011 13:47,289.24
17381,110,01-09-2011 15:52,21-04-2011 13:40,20272.43
17095,77,09-01-2011 11:05,17-11-2011 16:40,1088.2
14346,60,11-08-2011 09:47,15-02-2011 13:52,1021.58
13414,24,05-07-2011 12:52,29-07-2011 11:45,1390.5
13089,1857,01-09-2011 11:30,31-08-2011 13:56,57385.88
13012,107,04-05-2011 10:15,30-11-2011 13:05,1311.62
13744,72,05-09-2011 15:19,20-02-2011 14:08,1156.36
17711,23,23-02-2011 11:32,29-11-2011 11:40,385.1
17364,414,02-12-2011 13:46,29-03-2011 15:22,4455.73
15805,307,02-11-2011 13:05,29-06-2011 12:45,5452.17
12921,741,01-08-2011 10:03,30-11-2011 16:22,16389.74
15456,60,01-03-2011 13:45,15-12-2010 15:34,447.22
13026,43,03-05-2011 10:51,15-11-2011 10:54,936.15
15502,252,03-10-2011 16:44,28-06-2011 15:04,5541.46
16771,255,02-02-2011 14:37,25-09-2011 14:52,2246.81
14603,2,10-03-2011 10:27,10-03-2011 10:27,660
14841,138,10-03-2011 13:28,24-02-2011 10:50,3295.76
17404,201,04-08-2011 10:45,31-07-2011 15:50,30300.82
16377,5,17-03-2011 15:41,17-03-2011 15:41,676.2
16684,281,03-02-2011 12:00,29-07-2011 15:12,65892.08
16728,269,17-04-2011 11:04,26-06-2011 11:59,1054.67
16036,55,13-09-2011 14:53,21-03-2011 13:01,758.92
12481,218,05-10-2011 09:46,28-03-2011 13:59,5590.86
13082,75,05-01-2011 15:42,30-03-2011 14:06,3595.48
14828,17,07-01-2011 09:50,30-03-2011 15:31,2139.76
16592,222,01-04-2011 11:50,28-04-2011 19:52,4073.28
13712,10,07-04-2011 12:33,07-04-2011 12:33,228.84
12705,348,04-07-2011 14:36,28-10-2011 14:44,6814.24
15874,137,04-04-2011 09:02,28-03-2011 14:23,4330.67
16186,219,02-12-2010 14:40,28-08-2011 12:57,3991.94
13122,55,06-09-2011 15:53,13-04-2011 14:12,922.39
16175,58,06-09-2011 14:32,23-06-2011 18:59,1037.59
17990,29,13-12-2010 12:10,21-12-2010 12:57,630.84
13692,55,03-05-2011 08:49,20-05-2011 12:09,1466.87
15625,68,01-08-2011 10:23,31-08-2011 16:13,1504.56
14352,47,05-07-2011 15:40,19-04-2011 08:17,1078.96
13141,136,01-02-2011 15:49,28-01-2011 14:42,2385.8
13647,80,06-10-2011 16:20,30-11-2011 12:00,1670.22
17730,220,06-12-2011 15:43,29-06-2011 12:16,5288.83
17120,18,20-04-2011 15:21,20-04-2011 15:21,307.46
14031,258,02-12-2010 16:34,31-03-2011 17:16,14634.64
17187,10,27-04-2011 12:39,27-04-2011 12:39,203.95
14697,22,05-05-2011 15:29,05-05-2011 15:39,188.61
14684,421,08-05-2011 12:58,30-10-2011 13:37,1236.28
13999,212,05-09-2011 11:19,30-03-2011 09:36,3865.26
13098,605,01-12-2011 08:26,30-11-2011 10:18,28658.88
18242,78,10-05-2011 11:20,28-09-2011 13:43,2232.49
13592,16,04-11-2011 09:49,20-03-2011 14:01,247.96
13662,58,01-06-2011 14:33,29-03-2011 14:17,879.08
15106,102,05-10-2011 14:14,26-07-2011 12:43,1407.73
12621,474,08-12-2011 11:25,31-08-2011 15:30,13612.07
12590,70,02-06-2011 14:25,12-05-2011 14:52,9861.38
14000,16,12-05-2011 16:50,17-05-2011 13:44,633.71
14291,238,04-10-2011 11:44,20-06-2011 10:21,3873.3
16293,120,01-12-2011 09:13,21-10-2011 14:42,2236.74
